Title,Upload Date,Module,Authors,Print Publication Date,DOI,ISBN,Sub-discipline,LINK,Site Module Name
Medieval Literature: A Very Short Introduction,Sep-15,Arts and Humanities,Treharne,2015,10.1093/actrade/9780199668496.001.0001,9780199668496,"Arts and Humanities, Literature, Literary Studies (Early and Medieval), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199668496.001.0001/actrade-9780199668496,VSIO_SUBJECTS:AHU00010
Hermeneutics: A Very Short Introduction,Oct-15,Arts and Humanities,Zimmermann,2015,10.1093/actrade/9780199685356.001.0001,9780199685356,"Arts and Humanities, Philosophy, Epistemology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199685356.001.0001/actrade-9780199685356,VSIO_SUBJECTS:AHU00010
Philosophy in the Islamic World: A Very Short Introduction,Sep-15,Arts and Humanities,Adamson,2015,10.1093/actrade/9780199683673.001.0001,9780199683673,"Arts and Humanities, Philosophy, Philosophy of Religion, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199683673.001.0001/actrade-9780199683673,VSIO_SUBJECTS:AHU00010
Theology: A Very Short Introduction,Oct-13,Arts and Humanities,Ford,2013,10.1093/actrade/9780199679973.001.0001,9780199679973,"Arts and Humanities, Religion, Theology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199679973.001.0001/actrade-9780199679973,VSIO_SUBJECTS:AHU00010
Landscape Architecture: A Very Short Introduction,May-14,Arts and Humanities,Thompson,2014,10.1093/actrade/9780199681204.001.0001,9780199681204,"Arts and Humanities, Architecture, Landscape Art and Architecture, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199681204.001.0001/actrade-9780199681204,VSIO_SUBJECTS:AHU00010
Malthus: A Very Short Introduction,Sep-13,Arts and Humanities,Winch,2013,10.1093/actrade/9780199670413.001.0001,9780199670413,"Arts and Humanities, History, Intellectual History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199670413.001.0001/actrade-9780199670413,VSIO_SUBJECTS:AHU00010
Causation: A Very Short Introduction,Nov-13,Arts and Humanities,"Mumford, Lill Anjum",2013,10.1093/actrade/9780199684434.001.0001,9780199684434,"Arts and Humanities, Philosophy, Metaphysics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199684434.001.0001/actrade-9780199684434,VSIO_SUBJECTS:AHU00010
Privacy: A Very Short Introduction,Sep-13,Arts and Humanities,Wacks,2010,10.1093/actrade/9780199556533.001.0001,9780199556533,"Arts and Humanities, Philosophy, Practical Ethics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199556533.001.0001/actrade-9780199556533,VSIO_SUBJECTS:AHU00010
Humour: A Very Short Introduction,Jan-14,Arts and Humanities,Carroll,2014,10.1093/actrade/9780199552221.001.0001,9780199552221,"Arts and Humanities, Society and Culture, Humour, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199552221.001.0001/actrade-9780199552221,VSIO_SUBJECTS:AHU00010
American Naval History: A Very Short Introduction,May-18,Arts and Humanities,Symonds,2018,10.1093/actrade/9780199394760.001.0001,9780199394760,"Arts and Humanities, History, Military History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199394760.001.0001/actrade-9780199394760,VSIO_SUBJECTS:AHU00010
Muhammad: A Very Short Introduction,Sep-13,Arts and Humanities,Brown,2011,10.1093/actrade/9780199559282.001.0001,9780199559282,"Arts and Humanities, Religion, Islam, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199559282.001.0001/actrade-9780199559282,VSIO_SUBJECTS:AHU00010
Fashion: A Very Short Introduction,Sep-13,Arts and Humanities,Arnold,2009,10.1093/actrade/9780199547906.001.0001,9780199547906,"Arts and Humanities, Society and Culture, Cultural Studies, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199547906.001.0001/actrade-9780199547906,VSIO_SUBJECTS:AHU00010
Eugenics: A Very Short introduction,Jan-17,Arts and Humanities,Levine,2017,10.1093/actrade/9780199385904.001.0001,9780199385904,"Arts and Humanities, History, Genocide and Ethnic Cleansing, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199385904.001.0001/actrade-9780199385904,VSIO_SUBJECTS:AHU00010
The Meaning of Life: A Very Short Introduction,Sep-13,Arts and Humanities,Eagleton,2008,10.1093/actrade/9780199532179.001.0001,9780199532179,"Arts and Humanities, Philosophy, Metaphysics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199532179.001.0001/actrade-9780199532179,VSIO_SUBJECTS:AHU00010
The Etruscans: A Very Short Introduction,May-14,Arts and Humanities,Smith,2014,10.1093/actrade/9780199547913.001.0001,9780199547913,"Arts and Humanities, Classical Studies, Classical History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199547913.001.0001/actrade-9780199547913,VSIO_SUBJECTS:AHU00010
The Gothic: A Very Short Introduction,Sep-13,Arts and Humanities,Groom,2012,10.1093/actrade/9780199586790.001.0001,9780199586790,"Arts and Humanities, Literature, Literary Studies (19th Century), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199586790.001.0001/actrade-9780199586790,VSIO_SUBJECTS:AHU00010
Magic,Sep-13,Arts and Humanities,Davies,2012,10.1093/actrade/9780199588022.001.0001,9780199588022,"Arts and Humanities, History, Social and Cultural History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199588022.001.0001/actrade-9780199588022,VSIO_SUBJECTS:AHU00010
Reality: A Very Short Introduction,Sep-13,Arts and Humanities,Westerhoff,2011,10.1093/actrade/9780199594412.001.0001,9780199594412,"Arts and Humanities, Philosophy, Epistemology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199594412.001.0001/actrade-9780199594412,VSIO_SUBJECTS:AHU00010
Dictionaries: A Very Short Introduction,Sep-13,Arts and Humanities,Mugglestone,2011,10.1093/actrade/9780199573790.001.0001,9780199573790,"Arts and Humanities, Literature, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199573790.001.0001/actrade-9780199573790,VSIO_SUBJECTS:AHU00010
Conscience: A Very Short Introduction,Sep-13,Arts and Humanities,Strohm,2011,10.1093/actrade/9780199569694.001.0001,9780199569694,"Arts and Humanities, Philosophy, Moral Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199569694.001.0001/actrade-9780199569694,VSIO_SUBJECTS:AHU00010
Sikhism: A Very Short Introduction,Apr-16,Arts and Humanities,Nesbitt,2016,10.1093/actrade/9780198745570.001.0001,9780198745570,"Arts and Humanities, Religion, Sikhism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198745570.001.0001/actrade-9780198745570,VSIO_SUBJECTS:AHU00010
Miracles: A Very Short Introduction,Nov-17,Arts and Humanities,Nagasawa,2017,10.1093/actrade/9780198747215.001.0001,9780198747215,"Arts and Humanities, Religion, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198747215.001.0001/actrade-9780198747215,VSIO_SUBJECTS:AHU00010
Hinduism: A Very Short Introduction,Feb-16,Arts and Humanities,Knott,2016,10.1093/actrade/9780198745549.001.0001,9780198745549,"Arts and Humanities, Religion, Hinduism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198745549.001.0001/actrade-9780198745549,VSIO_SUBJECTS:AHU00010
Analytic Philosophy: A Very Short introduction,Nov-17,Arts and Humanities,Beaney,2017,10.1093/actrade/9780198778028.001.0001,9780198778028,"Arts and Humanities, Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198778028.001.0001/actrade-9780198778028,VSIO_SUBJECTS:AHU00010
Modern Architecture: A Very Short Introduction,Nov-18,Arts and Humanities,Sharr,2018,10.1093/actrade/9780198783442.001.0001,9780198783442,"Arts and Humanities, Architecture, History of Architecture, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198783442.001.0001/actrade-9780198783442,VSIO_SUBJECTS:AHU00010
Utilitarianism: A Very Short Introduction,Jul-17,Arts and Humanities,"de Lazari-Radek, Singer",2017,10.1093/actrade/9780198728795.001.0001,9780198728795,"Arts and Humanities, Philosophy, Practical Ethics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198728795.001.0001/actrade-9780198728795,VSIO_SUBJECTS:AHU00010
The Hellenistic Age: A Very Short Introduction,Feb-18,Arts and Humanities,Thonemann,2018,10.1093/actrade/9780198746041.001.0001,9780198746041,"Arts and Humanities, Classical Studies, Classical History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198746041.001.0001/actrade-9780198746041,VSIO_SUBJECTS:AHU00010
Philosophy of Science: Very Short Introduction,Jul-16,Arts and Humanities,Okasha,2016,10.1093/actrade/9780198745587.001.0001,9780198745587,"Arts and Humanities, Philosophy, Philosophy of Science, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198745587.001.0001/actrade-9780198745587,VSIO_SUBJECTS:AHU00010
Poetry: A Very Short Introduction,Sep-19,Arts and Humanities,O'Donoghue,2019,10.1093/actrade/9780199229116.001.0001,9780199229116,"Arts and Humanities, Literature, Literary Studies (Poetry and Poets), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199229116.001.0001/actrade-9780199229116,VSIO_SUBJECTS:AHU00010
Dyslexia: A Very Short Introduction,May-19,Arts and Humanities,Snowling,2019,10.1093/actrade/9780198818304.001.0001,9780198818304,"Arts and Humanities, Linguistics, Cognitive Linguistics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198818304.001.0001/actrade-9780198818304,VSIO_SUBJECTS:AHU00010
Leo Tolstoy: A Very Short Introduction,May-19,Arts and Humanities,Knapp,2019,10.1093/actrade/9780198813934.001.0001,9780198813934,"Arts and Humanities, Literature, Literary Studies (19th Century), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198813934.001.0001/actrade-9780198813934,VSIO_SUBJECTS:AHU00010
Aesthetics: A Very Short Introduction,Oct-19,Arts and Humanities,Nanay,2019,10.1093/actrade/9780198826613.001.0001,9780198826613,"Arts and Humanities, Philosophy, Aesthetics and Philosophy of Art, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198826613.001.0001/actrade-9780198826613,VSIO_SUBJECTS:AHU00010
Scepticism: A Very Short Introduction,Sep-19,Arts and Humanities,Pritchard,2019,10.1093/actrade/9780198829164.001.0001,9780198829164,"Arts and Humanities, Philosophy, Epistemology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198829164.001.0001/actrade-9780198829164,VSIO_SUBJECTS:AHU00010
Free Speech: A Very Short Introduction,Sep-13,Arts and Humanities,Warburton,2009,10.1093/actrade/9780199232352.001.0001,9780199232352,"Arts and Humanities, Philosophy, Practical Ethics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199232352.001.0001/actrade-9780199232352,VSIO_SUBJECTS:AHU00010
Identity: A Very Short Introduction,Feb-19,Arts and Humanities,Coulmas,2019,10.1093/actrade/9780198828549.001.0001,9780198828549,"Arts and Humanities, Society and Culture, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198828549.001.0001/actrade-9780198828549,VSIO_SUBJECTS:AHU00010
Dynasty: A Very Short Introduction,Oct-19,Arts and Humanities,Duindam,2019,10.1093/actrade/9780198809081.001.0001,9780198809081,"Arts and Humanities, History, Political History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198809081.001.0001/actrade-9780198809081,VSIO_SUBJECTS:AHU00010
Reading: A Very Short Introduction,Apr-19,Arts and Humanities,Jack,2019,10.1093/actrade/9780198820581.001.0001,9780198820581,"Arts and Humanities, Literature, Literary Studies (History of the Book), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198820581.001.0001/actrade-9780198820581,VSIO_SUBJECTS:AHU00010
Comparative Literature: A Very Short Introduction,Mar-18,Arts and Humanities,Hutchinson,2018,10.1093/actrade/9780198807278.001.0001,9780198807278,"Arts and Humanities, Literature, Literary Studies - World, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198807278.001.0001/actrade-9780198807278,VSIO_SUBJECTS:AHU00010
Marx: A Very Short Introduction,Mar-18,Arts and Humanities,Singer,2018,10.1093/actrade/9780198821076.001.0001,9780198821076,"Arts and Humanities, Philosophy, Social and Political Philosophy, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198821076.001.0001/actrade-9780198821076,VSIO_SUBJECTS:AHU00010
C. S. Lewis: A Very Short Introduction,Jan-19,Arts and Humanities,Como,2019,10.1093/actrade/9780198828242.001.0001,9780198828242,"Arts and Humanities, Literature, Literary Studies (20th Century onwards), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198828242.001.0001/actrade-9780198828242,VSIO_SUBJECTS:AHU00010
Science Fiction: A Very Short Introduction,Sep-13,Arts and Humanities,Seed,2011,10.1093/actrade/9780199557455.001.0001,9780199557455,"Arts and Humanities, Literature, Literary Studies (Science Fiction), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199557455.001.0001/actrade-9780199557455,VSIO_SUBJECTS:AHU00010
Fairy Tale: A Very Short Introduction,Jan-18,Arts and Humanities,Warner,2018,10.1093/actrade/9780199532155.001.0001,9780199532155,"Arts and Humanities, Literature, Mythology and Folklore, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199532155.001.0001/actrade-9780199532155,VSIO_SUBJECTS:AHU00010
Freemasonry: A Very Short Introduction,Aug-17,Arts and Humanities,Önnerfors,2017,10.1093/actrade/9780198796275.001.0001,9780198796275,"Arts and Humanities, History, Social and Cultural History, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198796275.001.0001/actrade-9780198796275,VSIO_SUBJECTS:AHU00010
Film Noir: A Very Short Introduction,Feb-19,Arts and Humanities,Naremore,2019,10.1093/actrade/9780198791744.001.0001,9780198791744,"Arts and Humanities, Society and Culture, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198791744.001.0001/actrade-9780198791744,VSIO_SUBJECTS:AHU00010
Shakespeare's Tragedies: A Very Short Introduction,Apr-17,Arts and Humanities,Wells,2017,10.1093/actrade/9780198785293.001.0001,9780198785293,"Arts and Humanities, Literature, Shakespeare Studies and Criticism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198785293.001.0001/actrade-9780198785293,VSIO_SUBJECTS:AHU00010
Biblical Archaeology: A Very Short Introduction,Sep-13,Arts and Humanities,Cline,2009,10.1093/actrade/9780195342635.001.0001,9780195342635,"Arts and Humanities, Archaeology, Biblical Archaeology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195342635.001.0001/actrade-9780195342635,VSIO_SUBJECTS:AHU00010
Religion in America: A Very Short Introduction,Sep-13,Arts and Humanities,Beal,2008,10.1093/actrade/9780195321074.001.0001,9780195321074,"Arts and Humanities, Religion, History of Religion, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195321074.001.0001/actrade-9780195321074,VSIO_SUBJECTS:AHU00010
Kabbalah: A Very Short Introduction,Sep-13,Arts and Humanities,Dan,2007,10.1093/actrade/9780195327052.001.0001,9780195327052,"Arts and Humanities, Religion, Judaism and Jewish Studies, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195327052.001.0001/actrade-9780195327052,VSIO_SUBJECTS:AHU00010
Buddha: A Very Short Introduction,Sep-13,Arts and Humanities,Carrithers,2001,10.1093/actrade/9780192854537.001.0001,9780192854537,"Arts and Humanities, Religion, Buddhism, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192854537.001.0001/actrade-9780192854537,VSIO_SUBJECTS:AHU00010
Logic: A Very Short Introduction,Sep-13,Arts and Humanities,Priest,2000,10.1093/actrade/9780192893208.001.0001,9780192893208,"Arts and Humanities, Philosophy, Philosophy of Mathematics and Logic, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192893208.001.0001/actrade-9780192893208,VSIO_SUBJECTS:AHU00010
The Old Testament: A Very Short Introduction,Sep-13,Arts and Humanities,Coogan,2008,10.1093/actrade/9780195305050.001.0001,9780195305050,"Arts and Humanities, Religion, Biblical Studies, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195305050.001.0001/actrade-9780195305050,VSIO_SUBJECTS:AHU00010
